#{"t_start": 1599227363.373105, "env_id": "WalrusStairs-v0"}
r,l,t
-168.610819,328,64503.289988
-2.605866,9,64505.524285
-1.894627,21,64510.244957
-12.816389,18,64514.331639
6.033489,7,64516.221004
-10.717437,7,64518.090375
48.120378,28,64524.242591
-77.08315,50,64535.037191
83.164372,28,64541.379168
-54.831258,78,64557.971511
46.130186,226,64605.414542
23.870831,16,64609.132789
38.51139,156,64641.951558
-53.473544,48,64652.34741
-116.686175,55,64664.264914
-29.395177,71,64679.444851
-48.508094,26,64685.24918
118.256772,71,64700.416819
-33.120417,60,64713.302572
-105.586104,45,64723.041631
-13.616096,55,64734.947618
-62.929984,116,64759.459904
5.811185,181,64797.53672
15.816311,93,64817.243683
75.934442,59,64829.894423
-16.411042,17,64833.812767
-3.458522,86,64852.059032
-144.797745,79,64868.851367
0.068494,24,64874.251055
14.906747,19,64878.640327
53.677632,59,64891.35974
-172.053121,124,64917.553057
-225.199625,10000,66998.995409
-235.413984,10000,69078.627475
-231.035019,10000,71158.237566
-231.344156,10000,73237.87074
-225.616124,10000,75317.692111
-162.356766,269,75374.056879
24.000999,63,75387.554307
61.986221,55,75399.374045
-6.47919,22,75404.347746
59.568368,44,75413.88742
-175.134005,243,75464.8929
0.819788,14,75468.136723
-118.693202,113,75492.079037
-24.07127,6,75493.67397
-173.750283,124,75519.80459
-11.357698,62,75533.039161
38.509856,54,75544.644208
-21.12017,43,75554.023957
5.670515,13,75557.163606
-109.602937,54,75568.866269
-75.362771,59,75581.521654
45.335533,50,75592.353989
-130.997496,75,75608.343237
-41.979834,58,75620.803862
267.475768,71,75636.020272
-35.908933,29,75642.464462
-56.201242,87,75660.849121
28.424198,46,75670.845536
2.698969,28,75677.155451
-114.298897,106,75699.647316
-15.489383,34,75707.150395
214.137768,185,75745.997504
-20.495339,19,75750.351155
29.094231,21,75755.169629
-25.027377,127,75781.958874
-39.14807,28,75788.218466
-97.022257,58,75800.655397
-105.708426,175,75837.478362
4.249157,30,75844.115033
-76.704061,87,75862.524698
-20.564963,37,75870.561202
-15.549732,8,75872.620518
8.170561,12,75875.528984
-23.417209,47,75885.72999
1.163242,10,75888.265666
68.312055,27,75894.276981
29.540863,14,75897.597977
19.829709,15,75901.062486
-49.654031,81,75918.242233
-128.361739,59,75930.861961
104.452321,89,75949.802198
-115.48116,66,75963.823317
184.952352,205,76006.792139
103.13872,61,76019.860217
105.301339,133,76047.924774
-35.835168,60,76060.798964
-144.638366,67,76075.153278
-9.311759,45,76084.873012
-84.811768,78,76101.489508
-27.47302,17,76105.452506
-4.953916,25,76111.023092
-57.438823,54,76122.659965
-17.577938,30,76129.292835
-5.174752,25,76135.037269
-156.327762,114,76159.136691
7.930683,43,76168.497413
75.87611,44,76178.03428
24.955393,25,76183.587911
117.482797,109,76206.754118
-13.668679,67,76221.049609
-25.640811,55,76232.8495
-39.763092,26,76238.627392
0.241923,22,76243.533308
78.121244,35,76251.243656
-1.392819,18,76255.34197
14.447102,8,76257.506717
-37.925105,88,76276.209333
-52.2128,49,76286.764002
44.906661,25,76292.400954
34.716013,78,76308.991692
39.088523,103,76330.884966
181.918825,56,76342.90566
-123.825376,155,76375.537467
2.684928,10,76377.981895
-31.197144,62,76391.400857
13.755551,12,76394.289966
6.031199,39,76402.795614
57.311537,55,76414.647831
-59.083101,41,76423.585005
-51.770318,54,76435.184937
53.853089,75,76451.110399
7.687556,7,76452.989974
-7.116699,14,76456.265669
66.656134,70,76471.26069
3.091312,17,76475.255692
116.342306,140,76504.746305
-9.205555,24,76510.12931
8.835388,7,76512.028803
-16.203031,27,76518.027243
2.479767,7,76519.906988
-37.107946,51,76530.907424
-13.685872,52,76542.0964
87.829512,24,76547.447055
-75.439441,62,76560.729988
-5.061461,107,76583.511002
6.443049,7,76585.38233
7.106622,18,76589.580889
0.630368,15,76593.074199
-51.296739,57,76605.255138
-106.441641,48,76615.628101
4.963925,9,76617.896016
-258.036546,166,76652.769912
19.361785,19,76657.093112
-0.228811,57,76669.353765
-25.193753,20,76673.876519
19.302235,20,76678.430268
13.994612,9,76680.696127
63.741321,26,76686.521672
76.322092,57,76698.918973
-49.615048,75,76714.880925
-1.392677,8,76716.930085
-98.479478,123,76742.880758
-70.157292,47,76753.058033
2.119968,17,76756.979248
-25.797678,61,76770.225904
-81.054266,56,76782.276123
-57.405729,107,76804.908682
-86.91046,88,76823.673156
-16.752176,31,76830.551671
-46.087218,35,76838.172021
-31.818587,42,76847.323969
-8.859618,17,76851.27073
8.450626,9,76853.476005
136.774567,66,76867.610044
37.358382,13,76870.684526
13.180471,21,76875.420663
79.240824,103,76897.270612
-255.696656,128,76924.232317
-196.642145,154,76956.742082
-80.70685,66,76970.818383
-141.182216,196,77012.052226
-19.998121,20,77016.666987
32.883887,38,77024.966731
-145.36025,141,77054.665075
70.149669,20,77059.2384
78.528949,67,77073.539265
-133.837023,121,77099.143067
-144.154031,113,77123.003007
-4.094687,11,77125.662483
25.051396,17,77129.598312
-17.837928,19,77133.879722
-21.20943,27,77139.924132
48.547806,43,77149.274972
-66.372045,38,77157.60116
-73.170438,158,77190.754544
-25.484818,51,77201.679593
-12.217332,80,77218.771726
108.585602,59,77231.400916
7.675475,23,77236.603621
60.181781,44,77246.158601
-664.604113,342,77317.625908
33.129338,89,77336.59909
-56.967483,222,77383.126035
85.5197,70,77398.146197
-1.275673,11,77400.800355
-3.16555,9,77403.074172
125.444019,64,77416.777289
-98.972742,69,77431.488584
-234.003204,10000,79542.437439
-233.327556,10000,81622.05563
-235.660827,10000,83701.683494
-236.320564,10000,85781.30951
-235.747437,10000,87865.352738
22.739062,15,87868.895341
-4.464036,12,87871.752048
-29.634779,86,87890.085395
36.567947,108,87913.133233
-18.069461,55,87925.015325
177.155184,88,87943.774665
19.885145,31,87950.613795
-140.81277,71,87965.835317
-2.171143,10,87968.310896
91.453547,51,87979.257796
-42.221208,37,87987.391918
-150.818605,157,88020.447946
-94.934439,105,88042.689889
-87.122199,98,88063.530296
-49.594161,32,88070.585035
-65.953966,42,88079.725996
-97.792711,59,88092.405696
-53.78366,30,88099.048366
-14.902407,32,88106.131152
-57.334351,65,88120.10714
-43.45323,43,88129.416889
-24.361109,35,88137.045213
10.74402,16,88140.804284
6.739924,17,88144.693221
18.221946,26,88150.513265
-163.881589,256,88204.27399
-13.43478,17,88208.240752
9.920787,12,88211.106873
-149.793364,85,88229.182679
-18.668102,38,88237.492184
59.653465,106,88259.957499
110.623775,82,88277.396154
1.424262,52,88288.628992
8.95303,10,88291.256989
-19.498925,17,88295.211087
-36.773841,15,88298.761278
25.737244,129,88326.066389
-5.147334,17,88330.031342
25.972577,64,88343.723221
92.352307,50,88354.563347
35.1646,21,88359.30366
-110.411977,65,88373.20011
-50.030878,172,88409.417793
-189.3342,190,88449.444519
136.701762,52,88460.646479
-16.836467,13,88463.772345
-1.125456,11,88466.399467
15.022997,12,88469.312463
48.080909,56,88481.404355
-58.23596,26,88487.184585
-9.126444,32,88494.244158
4.321601,7,88496.129111
113.162,68,88510.737203
-34.670464,52,88521.8962
106.641663,55,88533.680271
-6.147422,20,88538.25803
-34.233433,32,88545.42384
106.131074,133,88573.48574
-15.522721,15,88576.970138
-101.336832,244,88628.213477
70.775983,33,88635.525818
56.175236,64,88649.278723
-97.621527,69,88664.051143
-5.603249,12,88667.054176
42.778995,20,88671.722555
26.726222,24,88677.167002
31.768365,27,88683.186252
52.471413,46,88693.189762
-13.624197,25,88698.816978
-16.814551,12,88701.792626
-73.869143,67,88716.114337
-34.58186,34,88723.585852
43.768571,45,88733.38445
-39.392333,36,88741.248032
-3.552857,11,88743.926045
-109.316535,116,88768.451934
-154.868955,103,88790.282707
8.443491,112,88814.092435
0.659887,30,88820.7249
195.135272,93,88840.516594
-91.329575,49,88851.07949
49.477788,82,88868.562015
-19.079048,79,88885.382202
4.526324,34,88892.869378
-54.974404,92,88912.404694
101.487217,30,88919.053993
-54.586678,32,88926.09916
-11.947302,19,88930.445363
-18.356359,13,88933.561121
2.76317,11,88936.279526
9.980418,10,88938.768346
-108.848331,189,88978.457305
10.026325,45,88988.301594
170.379703,133,89016.35802
-72.855731,176,89053.426764
-9.92867,74,89069.271993
101.191966,30,89075.936945
-90.632328,117,89100.710366
-85.185542,27,89106.689422
10.411017,36,89114.725829
-1.092677,25,89120.35765
-3.168194,26,89126.169054
9.25577,19,89130.594228
5.162314,26,89136.426133
93.310045,63,89150.053031
-162.084197,87,89168.578614
3.285342,21,89173.373482
2.181283,11,89176.055001
10.250054,9,89178.309278
100.096301,36,89186.212056
9.238827,25,89191.876548
-47.113793,38,89200.233631
179.180329,243,89251.322248
-51.856661,44,89260.801219
-4.015386,24,89266.164949
-97.807312,58,89278.590377
-53.947195,85,89296.744008
-82.557015,50,89307.552325
-52.225251,74,89323.409858
-75.20726,51,89334.379158
45.09948,37,89342.450148
-233.205518,156,89375.295275
217.170483,159,89408.785494
-45.197014,29,89415.225157
5.80814,9,89417.536619
-192.773183,355,89492.099817
5.624424,10,89494.584942
6.926936,7,89496.496042
-37.196795,25,89502.123165
162.938634,48,89512.504647
-0.174372,90,89531.589319
-42.860712,16,89535.36232
-104.354148,65,89549.461189
3.707468,6,89551.118081
-91.87774,109,89574.211575
8.466445,10,89576.673007
-62.966571,157,89609.727413
-71.04541,66,89623.933141
21.648405,53,89635.396226
-5.012275,6,89637.044172
5.424276,25,89642.663694
-182.311166,88,89661.379796
232.731101,75,89677.552344
12.250258,10,89680.051683
0.318394,25,89685.670348
184.640312,35,89693.424128
-72.228771,81,89710.738124
-240.658103,104,89732.836623
-68.921852,39,89741.380923
-1.575503,9,89743.680318
-57.359223,56,89755.746012
-63.069158,172,89791.961554
-24.444278,69,89806.887168
-11.774187,30,89813.520391
19.125903,13,89816.668093
-11.924445,19,89821.032555
22.580282,12,89823.929046
-8.321015,21,89828.685924
-25.218903,32,89835.703413
-144.990787,72,89851.142452
69.58269,24,89856.507766
-125.189753,59,89869.250925
5.745952,11,89871.971992
-34.447724,40,89880.765302
-8.252603,38,89889.039846
3.588655,37,89897.154095
16.028153,12,89900.048743
23.032452,33,89907.327592
0.073481,7,89909.147689
39.532336,40,89917.90469
32.071626,13,89921.049544
-132.514746,128,89948.101648
-83.032276,86,89966.320992
-2.926872,54,89977.991817
-17.512809,30,89984.692074
-145.411324,125,90011.133826
-234.032542,10000,92106.70652
-231.485092,10000,94187.123646
-228.192672,10000,96266.740571
-224.233502,10000,98346.579854
-230.762207,10000,100426.63201
-38.888553,36,100434.55907
22.38368,24,100439.922561
133.590323,158,100473.197039
61.605906,30,100479.821337
1.460031,15,100483.367819
-70.359162,48,100493.731491
63.645703,40,100502.436757
-42.088077,59,100515.210341
12.391752,12,100518.12147
233.960581,254,100571.372377
-11.475744,46,100581.343434
37.15154,19,100585.648189
-55.259864,45,100595.433156
144.782584,44,100605.025421
-12.745751,13,100608.112575
-22.162217,21,100612.893112
28.618476,21,100617.663337
-43.627821,38,100625.909598
-98.675719,77,100642.252322
-55.38172,37,100650.352355
-76.23014,45,100660.058765
-53.702487,40,100668.811764
5.3793,177,100706.080702
-20.992907,61,100719.177177
-137.277938,70,100734.170511
-15.87932,15,100737.73588
-109.001163,80,100754.780588
-36.736761,45,100764.710431
80.183122,59,100777.369889
-6.302528,13,100780.555631
10.717724,14,100783.885531
5.389001,7,100785.738537
-233.786375,133,100813.8107
25.041436,101,100835.20068
-209.45379,118,100860.176207
16.70438,9,100862.4772
9.795942,21,100867.217862
-53.585246,49,100877.805316
-33.32481,32,100884.851088
-81.892786,85,100902.984249
47.666588,43,100912.305732
169.083522,172,100948.503241
-143.14012,167,100983.630271
7.321285,8,100985.699124
-68.30684,41,100994.637034
23.077594,25,101000.262549
47.990685,81,101017.545048
-12.268829,44,101027.095803
-98.798362,118,101051.966505
6.78163,7,101053.820722
-20.528968,72,101069.177306
190.571023,137,101098.215339
-65.77155,62,101111.563153
-163.032344,96,101131.863854
-65.361193,50,101142.719846
-53.045516,41,101151.677239
53.341342,124,101177.82273
43.901413,63,101191.281263
-195.058209,155,101224.013438
-8.385221,30,101230.737155
-131.733858,155,101263.358192
23.136763,38,101271.839837
-3.831573,11,101274.512524
-9.537773,10,101277.07826
-3.690029,16,101280.821442
-12.878643,19,101285.16781
-7.56038,9,101287.414485
-11.727644,11,101290.139183
-4.35766,30,101296.784912
97.050485,58,101309.209717
-1.260757,33,101316.485361
-86.234188,55,101328.367394
203.127507,133,101356.445948
-61.195743,177,101393.672401
30.266483,64,101407.361128
68.482871,28,101413.556312
6.503238,9,101415.822448
-139.930434,92,101435.374207
-11.097748,29,101441.833544
-4.774647,12,101444.715731
-16.485677,76,101461.041595
-124.430876,142,101490.948864
-4.389174,16,101494.696139
-32.16337,24,101500.094005
14.574964,29,101506.535116
30.244563,68,101521.122318
-50.003648,41,101530.072916
14.741705,17,101534.038413
-17.316109,20,101538.635877
-24.318413,35,101546.266226
-35.378974,45,101556.052551
-9.549692,22,101561.054046
50.576236,27,101567.094408
34.974579,167,101602.228894
-15.804644,8,101604.251167
-8.418148,42,101613.399985
1.658964,9,101615.667917
-97.652395,83,101633.33047
-31.392672,40,101642.043414
43.262341,39,101650.659609
-91.011483,25,101656.185161
28.443991,118,101681.125882
-111.190332,54,101692.76643
-96.738527,55,101704.585012
-140.665739,133,101732.791176
-33.75992,25,101738.367877
-27.669267,44,101747.932177
-116.450768,106,101770.444031
-148.604552,63,101783.942348
-132.95799,209,101827.825523
-6.148572,82,101845.281697
-4.487227,122,101871.065459
-29.262352,26,101876.868716
10.008807,9,101879.15466
2.334101,35,101886.851005
189.706368,94,101906.814739
-19.732534,21,101911.627505
-42.966943,30,101918.274881
-11.015026,16,101921.984634
-10.378662,43,101931.343034
29.267407,72,101946.673545
141.429553,38,101954.964128
-12.368475,8,101957.005364
-33.039475,44,101966.517462
6.256803,10,101968.999279
-8.121637,19,101973.341248
-1.487497,60,101986.210139
-38.191146,94,102006.131275
10.592721,10,102008.585388
-361.675513,286,102068.591818
3.841192,41,102077.522485
-5.42473,15,102081.04819
63.656068,17,102085.012843
95.377124,36,102092.902259
72.949409,52,102104.120852
2.521184,15,102107.596438
8.721111,11,102110.342512
-82.639405,52,102121.619721
-50.389356,40,102130.371149
10.574287,79,102147.154227
0.056426,84,102165.072347
-123.079112,112,102188.757972
21.557791,21,102193.525734
62.613724,43,102202.941147
23.474197,28,102209.127398
3.288609,18,102213.301494
43.198703,21,102218.032838
-28.383251,26,102223.867331
-204.771329,150,102255.49596
19.757495,38,102263.803714
-47.366657,32,102270.873984
-38.520077,60,102283.787459
60.247168,49,102294.452711
-53.545989,36,102302.357935
95.382396,41,102311.260957
-98.343098,127,102338.048957
-98.321221,59,102350.699982
33.130884,56,102362.6776
-141.54055,60,102375.519179
47.30493,24,102380.949067
-131.939215,99,102402.089746
-11.328412,69,102416.775987
-35.403256,14,102420.103553
86.595628,45,102429.835233
3.52558,6,102431.521839
-43.647243,60,102444.385891
-35.968212,65,102458.314291
-89.925667,80,102475.492777
-17.078978,47,102485.711729
-52.181244,38,102493.980942
11.99817,10,102496.448462
2.435466,18,102500.608034
-101.961986,44,102510.217461
1.577518,55,102522.0165
-25.032253,63,102535.577157
2.849862,80,102552.546631
-15.13914,57,102564.76269
-44.638613,20,102569.308615
-69.225968,30,102575.923875
-234.439525,10000,104660.710536
-232.871162,10000,106740.342891
-231.880158,10000,108820.670099
-228.038632,10000,110905.77907
-231.912981,10000,112988.218003
34.870375,20,112992.755128
-44.087805,37,113000.840578
-5.921942,47,113011.060944
-50.544132,27,113017.088308
-44.367759,35,113024.819238
24.116238,130,113052.276925
11.325772,165,113086.963878
9.113361,8,113089.036129
21.308105,16,113092.76271
-81.854998,59,113105.440155
17.705225,18,113109.582529
-11.712456,3,113110.592629
-30.570789,37,113118.71066
60.409266,25,113124.325411
176.86265,111,113147.846424
32.873776,18,113151.978507
-21.86525,39,113160.466644
-25.780424,33,113167.692484
9.613318,12,113170.54574
-17.480909,19,113174.882072
-47.75056,68,113189.467544
9.829661,8,113191.528795
-1.911435,10,113193.974998
12.605164,8,113196.018038
-7.356252,14,113199.368679
5.05885,30,113206.014679
-192.76619,148,113237.167837
0.658837,11,113239.913136
117.696647,88,113258.615095
48.123076,30,113265.196366
-5.852991,49,113275.826105
89.749835,39,113284.390755
-77.016488,61,113297.530923
53.522367,47,113307.725643
1.696762,8,113309.796654
11.386403,36,113317.633162
12.151921,12,113320.537047
-57.043784,28,113326.780644
-22.642268,31,113333.655847
-13.148048,8,113335.695184
134.767967,81,113352.934388
101.174357,154,113385.380196
1.140898,7,113387.263254
-27.861023,65,113401.223374
-27.777912,50,113412.039059
51.082477,27,113418.06139
-69.407355,97,113438.600735
-109.020292,48,113448.979281
11.487454,8,113451.060712
-45.311221,42,113460.226793
-72.672317,30,113466.874356
-12.990321,19,113471.243144
-4.391288,45,113481.017881
-356.845391,202,113523.456139
32.290995,24,113528.808909
78.85699,61,113541.905532
-22.09386,109,113564.984415
-98.491562,47,113575.128055
-39.878173,27,113581.123793
31.050122,18,113585.290948
-150.038614,244,113636.442435
-292.216024,153,113668.653141
-75.855694,60,113681.598741
-69.443079,47,113691.839661
-4.836601,25,113697.445594
27.649453,35,113705.120182
105.664969,88,113723.794424
9.983247,9,113726.054621
-163.604418,202,113768.510635
-521.296788,471,113866.8613
-146.153688,130,113894.433182
-203.23601,99,113915.4328
3.823398,12,113918.332583
1833.198054,434,114009.053196
51.19788,31,114015.927554
43.961679,224,114062.941641
10.834224,61,114076.054642
3.395349,8,114078.184632
121.170395,46,114088.134279
32.802242,38,114096.464729
0.233016,7,114098.316498
-24.12123,29,114104.718608
46.554604,59,114117.383329
10.718789,11,114120.099653
47.218806,51,114131.125085
17.830401,16,114134.867531
8.140166,37,114142.967237
3.487497,88,114161.680769
-33.501357,18,114165.857834
266.426303,209,114209.768127
-6.943451,56,114221.861701
-35.209463,20,114226.502178
3.417113,59,114239.160775
-337.633666,213,114283.825434
-32.59036,20,114288.372474
4.761991,12,114291.255198
-107.182674,110,114314.516758
-36.577824,225,114361.792092
-70.708474,52,114373.068949
-64.407331,91,114392.498094
65.122633,212,114436.915824
7.577061,6,114438.622557
-29.997602,63,114452.098668
18.598698,40,114460.879943
-72.669888,195,114501.924294
-9.344622,16,114505.629504
-97.591129,114,114529.777076
-16.558543,47,114540.002143
-19.34555,15,114543.570003
-53.795882,62,114556.822352
-8.805142,22,114561.762426
-194.388533,127,114588.6644
24.692147,23,114593.823078
-71.776802,43,114603.207834
12.455561,18,114607.377692
88.002012,177,114644.532922
11.462451,35,114652.229706
-21.349167,5,114653.664956
-144.484224,152,114685.644622
-21.2843,26,114691.400327
-97.226001,60,114704.288844
-91.442387,78,114720.915265
71.896946,63,114734.460873
18.662882,26,114740.292401
67.58718,28,114746.569448
-82.6291,139,114775.886765
-22.704278,18,114779.971834
-191.138451,125,114806.309236
-39.456573,19,114810.692106
130.834264,172,114846.882077
59.384891,67,114861.216269
-58.174393,36,114869.064788
12.203417,17,114872.987703
175.846612,66,114887.143115
-77.665378,164,114921.686993
-52.013821,62,114934.95849
-234.463864,85,114953.104045
15.42406,19,114957.406417
-18.61415,8,114959.489743
27.299743,12,114962.323905
-35.47674,80,114979.342219
-149.326306,78,114996.037484
-78.277505,54,115007.655848
15.991737,9,115009.894807
78.719974,37,115018.146217
178.066064,116,115042.789307
-28.007967,241,115093.376647
23.311888,11,115096.073322
16.576697,84,115114.017526
-234.2018,10000,117212.736641
-229.920493,10000,119295.90987
-231.579904,10000,121378.133642
-230.014268,10000,123461.941158
-230.999584,10000,125541.999378
63.499384,96,125564.670074
3.683187,6,125566.245688
77.571514,113,125590.147542
109.851782,76,125606.350683
-6.848661,11,125609.077936
-42.667274,55,125620.992001
2.315416,10,125623.504867
444.05928,158,125656.725279
53.413112,16,125660.491226
-94.194486,48,125670.969342
-94.37556,66,125685.108887
50.701576,25,125690.640045
102.109004,51,125701.656474
-24.541576,47,125711.813206
-105.780474,125,125738.338606
5.892868,6,125740.023207
21.198637,84,125757.862943
-1.839589,38,125766.172597
41.531374,20,125770.683861
-73.560803,86,125788.983787
-58.681901,36,125796.861257
-30.53094,20,125801.416373
-236.429553,124,125827.560199
-18.071831,8,125829.651595
9.888666,107,125852.404062
132.102789,132,125880.263412
-42.46183,72,125895.662374
8.985627,38,125903.955729
-17.712655,20,125908.568034
-68.817984,178,125945.984853
-137.629133,125,125972.400333
163.344972,40,125981.138814
221.210707,113,126005.060219
-20.035075,66,126019.148675
-44.26801,53,126030.644596
-184.161629,165,126065.351809
-20.247204,35,126072.988549
127.675503,59,126085.770417
-64.411192,58,126098.265816
-36.103677,15,126101.766318
278.971156,64,126115.410171
16.63778,18,126119.580593
38.101441,75,126135.543797
43.250531,12,126138.454938
19.880143,17,126142.425663
-3.025341,463,126239.122234
60.549038,25,126244.72499
334.201321,94,126264.703484
-27.194216,52,126275.914497
174.525738,36,126283.765082
182.631973,105,126306.007778
64.941996,30,126312.685878
38.893565,23,126317.899177
4.861491,8,126320.002227
-104.131312,134,126348.280994
50.827315,18,126352.414904
102.542359,90,126371.607583
-53.20114,84,126389.432334
149.977807,39,126397.898598
15.226463,32,126404.97067
-10.044606,76,126421.086685
-34.328145,39,126429.598208
97.648671,26,126435.366988
86.809513,90,126454.578292
-13.930385,60,126467.520919
113.306828,31,126474.34487
-100.037903,102,126495.95064
145.943814,69,126510.653836
-10.532416,42,126519.825835
3.700239,10,126522.337493
-20.823934,51,126533.309324
72.501712,24,126538.70922
-39.652762,57,126550.988323
-145.295185,127,126577.813131
4.549908,77,126594.233706
-16.599033,5,126595.719953
282.801097,87,126614.20673
16.835051,96,126634.595917
-32.884526,9,126636.908298
-30.053408,25,126642.516813
27.190522,61,126655.660077
180.944275,83,126673.308815
73.823128,87,126691.825954
35.021102,74,126707.617044
112.850501,89,126726.46472
122.415957,40,126735.125465
48.856766,22,126740.089622
-0.096821,102,126761.706247
-45.192086,64,126775.361315
24.604881,44,126784.901158
84.890672,36,126792.79438
-59.019222,136,126821.460599
-145.273922,113,126845.340316
26.234244,12,126848.234248
3.456691,19,126852.610393
148.412219,106,126875.094998
-5.706988,37,126883.207071
1.241384,13,126886.369142
-73.460805,49,126896.985046
-21.130344,21,126901.714348
-214.860253,166,126936.593936
130.325415,134,126964.822831
-2.102225,39,126973.432425
-27.157403,30,126980.074537
13.499028,39,126988.589559
-111.415505,68,127003.084198
2.220372,37,127011.156129
94.541226,54,127022.849425
161.05939,69,127037.611014
-35.777641,15,127041.136533
91.500309,261,127095.784669
-56.276961,102,127117.405394
-23.520383,29,127123.927792
97.790045,75,127139.888874
29.376557,19,127144.303379
113.916046,28,127150.615645
-94.897782,92,127170.211771
115.579364,28,127176.436514
-31.225478,49,127187.02091
28.844833,29,127193.474493
-47.316359,90,127212.605209
11.421135,16,127216.286637
-16.042447,114,127240.433448
148.908094,203,127283.053097
93.467781,70,127298.024906
-129.509561,115,127322.305688
-2.517147,26,127328.129541
-0.910865,12,127331.022481
29.456617,38,127339.360408
-62.604198,28,127345.577713
44.963701,108,127368.437657
-106.047267,40,127377.109865
118.748926,102,127398.736458
75.965269,42,127407.863169
-1.792221,34,127415.290885
43.792151,35,127422.946831
23.551311,28,127429.17631
23.092974,12,127432.051165
-36.447858,40,127440.802944
278.571625,157,127473.82631
-42.071049,77,127490.265321
11.914866,12,127493.196811
-4.302353,15,127496.692815
45.679259,14,127499.962362
67.543134,40,127508.691489
-106.403555,64,127522.435837
-12.378534,22,127527.456718
5.204156,56,127539.545312
76.987168,31,127546.397681
-7.255368,23,127551.558919
155.588567,55,127563.339935
-1.752206,20,127567.915171
-48.223182,20,127572.450837
50.300623,33,127579.808165
95.569366,37,127587.901126
12.220007,83,127605.569005
-102.120802,101,127626.944194
-29.989615,24,127632.342532
77.309825,59,127645.024218
9.660065,74,127660.878421
2230.865763,386,127770.256489
1906.666786,337,127840.750608
2334.144207,402,127924.76955
2225.683729,385,128005.26212
2083.968883,364,128081.409373
-22.480994,22,128086.741652
-59.670195,117,128111.644536
27.119363,63,128125.285933
44.985457,18,128129.480562
